work_id	composer_id	imslp_pageid	imslp_work_url	title	imslp_genre_categories	has_files	fetched_at
Alte Erinnerungen, Op.74 (Kirchner, Theodor)	Q67759	46597	https://imslp.org/wiki/Alte_Erinnerungen%2C_Op.74_%28Kirchner%2C_Theodor%29	Alte Erinnerungen, Op.74			2026-09-24T15:06:38.859079+00:00
An Stephen Heller, Op.51 (Kirchner, Theodor)	Q67759	18294	https://imslp.org/wiki/An_Stephen_Heller%2C_Op.51_%28Kirchner%2C_Theodor%29	An Stephen Heller, Op.51	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Aquarellen, Op.21 (Kirchner, Theodor)	Q67759	19682	https://imslp.org/wiki/Aquarellen%2C_Op.21_%28Kirchner%2C_Theodor%29	Aquarellen, Op.21	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Aus meinem Skizzenbuche, Op.29 (Kirchner, Theodor)	Q67759	45514	https://imslp.org/wiki/Aus_meinem_Skizzenbuche%2C_Op.29_%28Kirchner%2C_Theodor%29	Aus meinem Skizzenbuche, Op.29			2026-09-24T15:06:38.859079+00:00
Aus trüben Tagen, Op.32 (Kirchner, Theodor)	Q67759	19698	https://imslp.org/wiki/Aus_tr%C3%BCben_Tagen%2C_Op.32_%28Kirchner%2C_Theodor%29	Aus trüben Tagen, Op.32	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Bunte Blätter, Op.83 (Kirchner, Theodor)	Q67759	831542	https://imslp.org/wiki/Bunte_Bl%C3%A4tter%2C_Op.83_%28Kirchner%2C_Theodor%29	Bunte Blätter, Op.83			2026-09-24T15:06:38.859079+00:00
6 Capricen, Op.27 (Kirchner, Theodor)	Q67759	20019	https://imslp.org/wiki/6_Capricen%2C_Op.27_%28Kirchner%2C_Theodor%29	6 Capricen, Op.27			2026-09-24T15:06:38.859079+00:00
Ein Gedenkblatt, Op.15 (Kirchner, Theodor)	Q67759	39667	https://imslp.org/wiki/Ein_Gedenkblatt%2C_Op.15_%28Kirchner%2C_Theodor%29	Ein Gedenkblatt, Op.15			2026-09-24T15:06:38.859079+00:00
4 Elegies, Op.37 (Kirchner, Theodor)	Q67759	19741	https://imslp.org/wiki/4_Elegies%2C_Op.37_%28Kirchner%2C_Theodor%29	4 Elegies, Op.37	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
12 Etudes, Op.38 (Kirchner, Theodor)	Q67759	19743	https://imslp.org/wiki/12_Etudes%2C_Op.38_%28Kirchner%2C_Theodor%29	12 Etudes, Op.38			2026-09-24T15:06:38.859079+00:00
9 Fantasiestücke, Op.14 (Kirchner, Theodor)	Q67759	19664	https://imslp.org/wiki/9_Fantasiest%C3%BCcke%2C_Op.14_%28Kirchner%2C_Theodor%29	9 Fantasiestücke, Op.14	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
10 Federzeichnungen, Op.47 (Kirchner, Theodor)	Q67759	18289	https://imslp.org/wiki/10_Federzeichnungen%2C_Op.47_%28Kirchner%2C_Theodor%29	10 Federzeichnungen, Op.47	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
Gavotten, Menuetten und Lyrische Stücke, Op.64 (Kirchner, Theodor)	Q67759	20044	https://imslp.org/wiki/Gavotten%2C_Menuetten_und_Lyrische_St%C3%BCcke%2C_Op.64_%28Kirchner%2C_Theodor%29	Gavotten, Menuetten und Lyrische Stücke, Op.64			2026-09-24T15:06:38.859079+00:00
12 Gedenkblätter, Op.82 (Kirchner, Theodor)	Q67759	199720	https://imslp.org/wiki/12_Gedenkbl%C3%A4tter%2C_Op.82_%28Kirchner%2C_Theodor%29	12 Gedenkblätter, Op.82			2026-09-24T15:06:38.859079+00:00
4 Gedichte von Goethe, Op.69 (Kirchner, Theodor)	Q67759	782602	https://imslp.org/wiki/4_Gedichte_von_Goethe%2C_Op.69_%28Kirchner%2C_Theodor%29	4 Gedichte von Goethe, Op.69			2026-09-24T15:06:38.859079+00:00
3 Gedichte, Op.40 (Kirchner, Theodor)	Q67759	900151	https://imslp.org/wiki/3_Gedichte%2C_Op.40_%28Kirchner%2C_Theodor%29	3 Gedichte, Op.40			2026-09-24T15:06:38.859079+00:00
Grüße an meine Freunde, Op.5 (Kirchner, Theodor)	Q67759	19660	https://imslp.org/wiki/Gr%C3%BC%C3%9Fe_an_meine_Freunde%2C_Op.5_%28Kirchner%2C_Theodor%29	Grüße an meine Freunde, Op.5	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
6 Humoresken, Op.48 (Kirchner, Theodor)	Q67759	19745	https://imslp.org/wiki/6_Humoresken%2C_Op.48_%28Kirchner%2C_Theodor%29	6 Humoresken, Op.48			2026-09-24T15:06:38.859079+00:00
Ideale, Op.33 (Kirchner, Theodor)	Q67759	19703	https://imslp.org/wiki/Ideale%2C_Op.33_%28Kirchner%2C_Theodor%29	Ideale, Op.33	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Im Zwielicht, Op.31 (Kirchner, Theodor)	Q67759	18297	https://imslp.org/wiki/Im_Zwielicht%2C_Op.31_%28Kirchner%2C_Theodor%29	Im Zwielicht, Op.31	For 1 player|For piano|Lieder|Songs		2026-09-24T15:06:38.859079+00:00
Kindertrios, Op.58 (Kirchner, Theodor)	Q67759	1376478	https://imslp.org/wiki/Kindertrios%2C_Op.58_%28Kirchner%2C_Theodor%29	Kindertrios, Op.58			2026-09-24T15:06:38.859079+00:00
10 Klavierstücke nach eigenen Liedern, Op.19 (Kirchner, Theodor)	Q67759	1567192	https://imslp.org/wiki/10_Klavierst%C3%BCcke_nach_eigenen_Liedern%2C_Op.19_%28Kirchner%2C_Theodor%29	10 Klavierstücke nach eigenen Liedern, Op.19			2026-09-24T15:06:38.859079+00:00
6 Klavierstücke, Op.45 (Kirchner, Theodor)	Q67759	602411	https://imslp.org/wiki/6_Klavierst%C3%BCcke%2C_Op.45_%28Kirchner%2C_Theodor%29	6 Klavierstücke, Op.45			2026-09-24T15:06:38.859079+00:00
Kleine Lust- und Trauerspiele, Op.16 (Kirchner, Theodor)	Q67759	19668	https://imslp.org/wiki/Kleine_Lust-_und_Trauerspiele%2C_Op.16_%28Kirchner%2C_Theodor%29	Kleine Lust- und Trauerspiele, Op.16	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
100 Kleine Studien, Op.71 (Kirchner, Theodor)	Q67759	35682	https://imslp.org/wiki/100_Kleine_Studien%2C_Op.71_%28Kirchner%2C_Theodor%29	100 Kleine Studien, Op.71			2026-09-24T15:06:38.859079+00:00
Legenden, Op.18 (Kirchner, Theodor)	Q67759	19680	https://imslp.org/wiki/Legenden%2C_Op.18_%28Kirchner%2C_Theodor%29	Legenden, Op.18	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Lieder ohne Worte, Op.13 (Kirchner, Theodor)	Q67759	19662	https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.13_%28Kirchner%2C_Theodor%29	Lieder ohne Worte, Op.13	For 1 player|For piano|Lieder|Pieces|Songs		2026-09-24T15:06:38.859079+00:00
10 Lieder, Op.1 (Kirchner, Theodor)	Q67759	953896	https://imslp.org/wiki/10_Lieder%2C_Op.1_%28Kirchner%2C_Theodor%29	10 Lieder, Op.1			2026-09-24T15:06:38.859079+00:00
6 Lieder, Op.50 (Kirchner, Theodor)	Q67759	900153	https://imslp.org/wiki/6_Lieder%2C_Op.50_%28Kirchner%2C_Theodor%29	6 Lieder, Op.50			2026-09-24T15:06:38.859079+00:00
2 Märsche, Op.94 (Kirchner, Theodor)	Q67759	1209423	https://imslp.org/wiki/2_M%C3%A4rsche%2C_Op.94_%28Kirchner%2C_Theodor%29	2 Märsche, Op.94			2026-09-24T15:06:38.859079+00:00
15 Miniatures, Op.62 (Kirchner, Theodor)	Q67759	18299	https://imslp.org/wiki/15_Miniatures%2C_Op.62_%28Kirchner%2C_Theodor%29	15 Miniatures, Op.62	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Die Monate des Jahres, Op.78 (Kirchner, Theodor)	Q67759	1309027	https://imslp.org/wiki/Die_Monate_des_Jahres%2C_Op.78_%28Kirchner%2C_Theodor%29	Die Monate des Jahres, Op.78			2026-09-24T15:06:38.859079+00:00
Nachklänge, Op.53 (Kirchner, Theodor)	Q67759	20038	https://imslp.org/wiki/Nachkl%C3%A4nge%2C_Op.53_%28Kirchner%2C_Theodor%29	Nachklänge, Op.53			2026-09-24T15:06:38.859079+00:00
Nachtbilder, Op.25 (Kirchner, Theodor)	Q67759	20015	https://imslp.org/wiki/Nachtbilder%2C_Op.25_%28Kirchner%2C_Theodor%29	Nachtbilder, Op.25	For 1 player		2026-09-24T15:06:38.859079+00:00
Neue Albumblätter, Op.49 (Kirchner, Theodor)	Q67759	20035	https://imslp.org/wiki/Neue_Albumbl%C3%A4tter%2C_Op.49_%28Kirchner%2C_Theodor%29	Neue Albumblätter, Op.49			2026-09-24T15:06:38.859079+00:00
Neue Davidsbündlertänze, Op.17 (Kirchner, Theodor)	Q67759	1040231	https://imslp.org/wiki/Neue_Davidsb%C3%BCndlert%C3%A4nze%2C_Op.17_%28Kirchner%2C_Theodor%29	Neue Davidsbündlertänze, Op.17			2026-09-24T15:06:38.859079+00:00
Neue Kinderszenen, Op.55 (Kirchner, Theodor)	Q67759	19747	https://imslp.org/wiki/Neue_Kinderszenen%2C_Op.55_%28Kirchner%2C_Theodor%29	Neue Kinderszenen, Op.55	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
4 Notturnos, Op.28 (Kirchner, Theodor)	Q67759	19691	https://imslp.org/wiki/4_Notturnos%2C_Op.28_%28Kirchner%2C_Theodor%29	4 Notturnos, Op.28	For 1 player|For piano|Nocturnes		2026-09-24T15:06:38.859079+00:00
Novelletten, Op.59 (Kirchner, Theodor)	Q67759	55133	https://imslp.org/wiki/Novelletten%2C_Op.59_%28Kirchner%2C_Theodor%29	Novelletten, Op.59			2026-09-24T15:06:38.859079+00:00
Nur Tropfen (Kirchner, Theodor)	Q67759	134086	https://imslp.org/wiki/Nur_Tropfen_%28Kirchner%2C_Theodor%29	Nur Tropfen			2026-09-24T15:06:38.859079+00:00
12 Original-Compositionen, Op.57 (Kirchner, Theodor)	Q67759	18292	https://imslp.org/wiki/12_Original-Compositionen%2C_Op.57_%28Kirchner%2C_Theodor%29	12 Original-Compositionen, Op.57	For 2 players|For piano 4 hands|Pieces		2026-09-24T15:06:38.859079+00:00
Phantasien, Op.36 (Kirchner, Theodor)	Q67759	19738	https://imslp.org/wiki/Phantasien%2C_Op.36_%28Kirchner%2C_Theodor%29	Phantasien, Op.36	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
12 Phantasiestücke, Op.90 (Kirchner, Theodor)	Q67759	733121	https://imslp.org/wiki/12_Phantasiest%C3%BCcke%2C_Op.90_%28Kirchner%2C_Theodor%29	12 Phantasiestücke, Op.90			2026-09-24T15:06:38.859079+00:00
20 Piano Pieces, Op.2 (Kirchner, Theodor)	Q67759	19658	https://imslp.org/wiki/20_Piano_Pieces%2C_Op.2_%28Kirchner%2C_Theodor%29	20 Piano Pieces, Op.2	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Piano Quartet, Op.84 (Kirchner, Theodor)	Q67759	95664	https://imslp.org/wiki/Piano_Quartet%2C_Op.84_%28Kirchner%2C_Theodor%29	Piano Quartet, Op.84			2026-09-24T15:06:38.859079+00:00
8 Pieces for Cello and Piano, Op.79 (Kirchner, Theodor)	Q67759	19753	https://imslp.org/wiki/8_Pieces_for_Cello_and_Piano%2C_Op.79_%28Kirchner%2C_Theodor%29	8 Pieces for Cello and Piano, Op.79	For 1 player (arr)|For 2 players|For 2 players (arr)|For cello, piano|For piano (arr)|For viola alta, piano (arr)|For violin, piano (arr)|Pieces		2026-09-24T15:06:38.859079+00:00
Plaudereien am Klavier, Op.60 (Kirchner, Theodor)	Q67759	19749	https://imslp.org/wiki/Plaudereien_am_Klavier%2C_Op.60_%28Kirchner%2C_Theodor%29	Plaudereien am Klavier, Op.60	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Polonaise, Walzer und Ländler, Op.77 (Kirchner, Theodor)	Q67759	20055	https://imslp.org/wiki/Polonaise%2C_Walzer_und_L%C3%A4ndler%2C_Op.77_%28Kirchner%2C_Theodor%29	Polonaise, Walzer und Ländler, Op.77			2026-09-24T15:06:38.859079+00:00
4 Polonaises, Op.43 (Kirchner, Theodor)	Q67759	20031	https://imslp.org/wiki/4_Polonaises%2C_Op.43_%28Kirchner%2C_Theodor%29	4 Polonaises, Op.43			2026-09-24T15:06:38.859079+00:00
16 Preludes, Op.9 (Kirchner, Theodor)	Q67759	115337	https://imslp.org/wiki/16_Preludes%2C_Op.9_%28Kirchner%2C_Theodor%29	16 Preludes, Op.9			2026-09-24T15:06:38.859079+00:00
60 Preludes, Op.65 (Kirchner, Theodor)	Q67759	20049	https://imslp.org/wiki/60_Preludes%2C_Op.65_%28Kirchner%2C_Theodor%29	60 Preludes, Op.65			2026-09-24T15:06:38.859079+00:00
Reflexe, Op.76 (Kirchner, Theodor)	Q67759	20053	https://imslp.org/wiki/Reflexe%2C_Op.76_%28Kirchner%2C_Theodor%29	Reflexe, Op.76			2026-09-24T15:06:38.859079+00:00
36 Rhythmische und Melodische Etüden, Op.105 (Kirchner, Theodor)	Q67759	45591	https://imslp.org/wiki/36_Rhythmische_und_Melodische_Et%C3%BCden%2C_Op.105_%28Kirchner%2C_Theodor%29	36 Rhythmische und Melodische Etüden, Op.105			2026-09-24T15:06:38.859079+00:00
8 Romances, Op.22 (Kirchner, Theodor)	Q67759	19684	https://imslp.org/wiki/8_Romances%2C_Op.22_%28Kirchner%2C_Theodor%29	8 Romances, Op.22	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
Romantische Geschichten, Op.73 (Kirchner, Theodor)	Q67759	46609	https://imslp.org/wiki/Romantische_Geschichten%2C_Op.73_%28Kirchner%2C_Theodor%29	Romantische Geschichten, Op.73			2026-09-24T15:06:38.859079+00:00
Scherzo No.1, Op.8 (Kirchner, Theodor)	Q67759	20005	https://imslp.org/wiki/Scherzo_No.1%2C_Op.8_%28Kirchner%2C_Theodor%29	Scherzo No.1, Op.8	For 1 player|For piano		2026-09-24T15:06:38.859079+00:00
Scherzo No.2, Op.54 (Kirchner, Theodor)	Q67759	20010	https://imslp.org/wiki/Scherzo_No.2%2C_Op.54_%28Kirchner%2C_Theodor%29	Scherzo No.2, Op.54			2026-09-24T15:06:38.859079+00:00
Serenade for Piano Trio (Kirchner, Theodor)	Q67759	100995	https://imslp.org/wiki/Serenade_for_Piano_Trio_%28Kirchner%2C_Theodor%29	Serenade for Piano Trio			2026-09-24T15:06:38.859079+00:00
Skizzen, Op.11 (Kirchner, Theodor)	Q67759	144983	https://imslp.org/wiki/Skizzen%2C_Op.11_%28Kirchner%2C_Theodor%29	Skizzen, Op.11			2026-09-24T15:06:38.859079+00:00
5 Sonatinas, Op.70 (Kirchner, Theodor)	Q67759	19751	https://imslp.org/wiki/5_Sonatinas%2C_Op.70_%28Kirchner%2C_Theodor%29	5 Sonatinas, Op.70	For 1 player|For piano|Sonatas		2026-09-24T15:06:38.859079+00:00
Spielsachen, Op.35 (Kirchner, Theodor)	Q67759	19736	https://imslp.org/wiki/Spielsachen%2C_Op.35_%28Kirchner%2C_Theodor%29	Spielsachen, Op.35	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Still und Bewegt, Op.24 (Kirchner, Theodor)	Q67759	18301	https://imslp.org/wiki/Still_und_Bewegt%2C_Op.24_%28Kirchner%2C_Theodor%29	Still und Bewegt, Op.24	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Stille Lieder und Tänze, Op.72 (Kirchner, Theodor)	Q67759	20051	https://imslp.org/wiki/Stille_Lieder_und_T%C3%A4nze%2C_Op.72_%28Kirchner%2C_Theodor%29	Stille Lieder und Tänze, Op.72	For 1 player|For piano|Lieder|Songs		2026-09-24T15:06:38.859079+00:00
String Quartet, Op.20 (Kirchner, Theodor)	Q67759	134081	https://imslp.org/wiki/String_Quartet%2C_Op.20_%28Kirchner%2C_Theodor%29	String Quartet, Op.20			2026-09-24T15:06:38.859079+00:00
25 Studies and Pieces, Op.30 (Kirchner, Theodor)	Q67759	19693	https://imslp.org/wiki/25_Studies_and_Pieces%2C_Op.30_%28Kirchner%2C_Theodor%29	25 Studies and Pieces, Op.30	For 1 player|For piano|Pieces		2026-09-24T15:06:38.859079+00:00
Tempo di Valse (Kirchner, Theodor)	Q67759	19945	https://imslp.org/wiki/Tempo_di_Valse_%28Kirchner%2C_Theodor%29	Tempo di Valse	For 1 player|For piano|Waltzes		2026-09-24T15:06:38.859079+00:00
2 Terzette for Piano Trio, Op.97 (Kirchner, Theodor)	Q67759	903788	https://imslp.org/wiki/2_Terzette_for_Piano_Trio%2C_Op.97_%28Kirchner%2C_Theodor%29	2 Terzette for Piano Trio, Op.97			2026-09-24T15:06:38.859079+00:00
2 Tonstücke, Op.92 (Kirchner, Theodor)	Q67759	233319	https://imslp.org/wiki/2_Tonst%C3%BCcke%2C_Op.92_%28Kirchner%2C_Theodor%29	2 Tonstücke, Op.92			2026-09-24T15:06:38.859079+00:00
12 Waltzes, Op.23 (Kirchner, Theodor)	Q67759	19687	https://imslp.org/wiki/12_Waltzes%2C_Op.23_%28Kirchner%2C_Theodor%29	12 Waltzes, Op.23	For 1 player|For 2 players (arr)|For piano|For piano 4 hands (arr)|Waltzes		2026-09-24T15:06:38.859079+00:00
7 Waltzes, Op.34 (Kirchner, Theodor)	Q67759	967817	https://imslp.org/wiki/7_Waltzes%2C_Op.34_%28Kirchner%2C_Theodor%29	7 Waltzes, Op.34			2026-09-24T15:06:38.859079+00:00
7 Waltzes, Op.86 (Kirchner, Theodor)	Q67759	33881	https://imslp.org/wiki/7_Waltzes%2C_Op.86_%28Kirchner%2C_Theodor%29	7 Waltzes, Op.86			2026-09-24T15:06:38.859079+00:00
Waltzes, Op.104 (Kirchner, Theodor)	Q67759	1209415	https://imslp.org/wiki/Waltzes%2C_Op.104_%28Kirchner%2C_Theodor%29	Waltzes, Op.104			2026-09-24T15:06:38.859079+00:00
Der 126. Psalm, Op.246 (Reinecke, Carl)	Q159569	1057721	https://imslp.org/wiki/Der_126._Psalm%2C_Op.246_%28Reinecke%2C_Carl%29	Der 126. Psalm, Op.246			2026-09-24T15:06:41.775271+00:00
5 Albumblätter, Op.243 (Reinecke, Carl)	Q159569	1184360	https://imslp.org/wiki/5_Albumbl%C3%A4tter%2C_Op.243_%28Reinecke%2C_Carl%29	5 Albumblätter, Op.243			2026-09-24T15:06:41.775271+00:00
20 Alte und neue Tänze für die Jugend, Op.228 (Reinecke, Carl)	Q159569	1057744	https://imslp.org/wiki/20_Alte_und_neue_T%C3%A4nze_f%C3%BCr_die_Jugend%2C_Op.228_%28Reinecke%2C_Carl%29	20 Alte und neue Tänze für die Jugend, Op.228			2026-09-24T15:06:41.775271+00:00
Alte und neue Tänze, Op.57 (Reinecke, Carl)	Q159569	34376	https://imslp.org/wiki/Alte_und_neue_T%C3%A4nze%2C_Op.57_%28Reinecke%2C_Carl%29	Alte und neue Tänze, Op.57	For 1 player|For piano		2026-09-24T15:06:41.775271+00:00
Andante and Variations, Op.6 (Reinecke, Carl)	Q159569	33686	https://imslp.org/wiki/Andante_and_Variations%2C_Op.6_%28Reinecke%2C_Carl%29	Andante and Variations, Op.6	For 2 pianos|For 2 players|Variations		2026-09-24T15:06:41.775271+00:00
Andante spianato e rondo giojoso, Op.49 (Reinecke, Carl)	Q159569	1059412	https://imslp.org/wiki/Andante_spianato_e_rondo_giojoso%2C_Op.49_%28Reinecke%2C_Carl%29	Andante spianato e rondo giojoso, Op.49			2026-09-24T15:06:41.775271+00:00
Aschenbrödel, Op.150 (Reinecke, Carl)	Q159569	828737	https://imslp.org/wiki/Aschenbr%C3%B6del%2C_Op.150_%28Reinecke%2C_Carl%29	Aschenbrödel, Op.150			2026-09-24T15:06:41.775271+00:00
Aus unseren vier Wänden, Op.154 (Reinecke, Carl)	Q159569	324593	https://imslp.org/wiki/Aus_unseren_vier_W%C3%A4nden%2C_Op.154_%28Reinecke%2C_Carl%29	Aus unseren vier Wänden, Op.154			2026-09-24T15:06:41.775271+00:00
Ballade, Op.20 (Reinecke, Carl)	Q159569	479115	https://imslp.org/wiki/Ballade%2C_Op.20_%28Reinecke%2C_Carl%29	Ballade, Op.20			2026-09-24T15:06:41.775271+00:00
Ballade, Op.215 (Reinecke, Carl)	Q159569	1437720	https://imslp.org/wiki/Ballade%2C_Op.215_%28Reinecke%2C_Carl%29	Ballade, Op.215			2026-09-24T15:06:41.775271+00:00
Ballade, Op.288 (Reinecke, Carl)	Q159569	120183	https://imslp.org/wiki/Ballade%2C_Op.288_%28Reinecke%2C_Carl%29	Ballade, Op.288			2026-09-24T15:06:41.775271+00:00
La belle Grisélidis, Op.94 (Reinecke, Carl)	Q159569	20972	https://imslp.org/wiki/La_belle_Gris%C3%A9lidis%2C_Op.94_%28Reinecke%2C_Carl%29	La belle Grisélidis, Op.94	For 2 pianos|For 2 players		2026-09-24T15:06:41.775271+00:00
Biblische Bilder, Op.220 (Reinecke, Carl)	Q159569	12057	https://imslp.org/wiki/Biblische_Bilder%2C_Op.220_%28Reinecke%2C_Carl%29	Biblische Bilder, Op.220	For 1 player (arr)|For orchestra|For piano (arr)|Pieces		2026-09-24T15:06:41.775271+00:00
Bilder aus Süden, Op.86 (Reinecke, Carl)	Q159569	833270	https://imslp.org/wiki/Bilder_aus_S%C3%BCden%2C_Op.86_%28Reinecke%2C_Carl%29	Bilder aus Süden, Op.86			2026-09-24T15:06:41.775271+00:00
Blumenlieder, Op.276 (Reinecke, Carl)	Q159569	1058450	https://imslp.org/wiki/Blumenlieder%2C_Op.276_%28Reinecke%2C_Carl%29	Blumenlieder, Op.276			2026-09-24T15:06:41.775271+00:00
Cadenzas to Classical Piano Concertos, Op.87 (Reinecke, Carl)	Q159569	107663	https://imslp.org/wiki/Cadenzas_to_Classical_Piano_Concertos%2C_Op.87_%28Reinecke%2C_Carl%29	Cadenzas to Classical Piano Concertos, Op.87	For 1 player|For piano		2026-09-24T15:06:41.775271+00:00
3 Cadenzen zum Concert für Flöte und Harfe von Mozart (Reinecke, Carl)	Q159569	779221	https://imslp.org/wiki/3_Cadenzen_zum_Concert_f%C3%BCr_Fl%C3%B6te_und_Harfe_von_Mozart_%28Reinecke%2C_Carl%29	3 Cadenzen zum Concert für Flöte und Harfe von Mozart			2026-09-24T15:06:41.775271+00:00
12 Canonische Gesänge, Op.163 (Reinecke, Carl)	Q159569	453961	https://imslp.org/wiki/12_Canonische_Ges%C3%A4nge%2C_Op.163_%28Reinecke%2C_Carl%29	12 Canonische Gesänge, Op.163			2026-09-24T15:06:41.775271+00:00
Cello Concerto, Op.82 (Reinecke, Carl)	Q159569	184825	https://imslp.org/wiki/Cello_Concerto%2C_Op.82_%28Reinecke%2C_Carl%29	Cello Concerto, Op.82			2026-09-24T15:06:41.775271+00:00
Cello Sonata No.1, Op.42 (Reinecke, Carl)	Q159569	67025	https://imslp.org/wiki/Cello_Sonata_No.1%2C_Op.42_%28Reinecke%2C_Carl%29	Cello Sonata No.1, Op.42	For 2 players|For cello, piano|For viola, piano|For violin, piano|Sonatas		2026-09-24T15:06:41.775271+00:00
Cello Sonata No.2, Op.89 (Reinecke, Carl)	Q159569	74599	https://imslp.org/wiki/Cello_Sonata_No.2%2C_Op.89_%28Reinecke%2C_Carl%29	Cello Sonata No.2, Op.89	For 2 players|For cello, piano|Sonatas		2026-09-24T15:06:41.775271+00:00
Cello Sonata No.3, Op.238 (Reinecke, Carl)	Q159569	74672	https://imslp.org/wiki/Cello_Sonata_No.3%2C_Op.238_%28Reinecke%2C_Carl%29	Cello Sonata No.3, Op.238	For 2 players|For cello, piano|Sonatas		2026-09-24T15:06:41.775271+00:00
2 Charakterstücke und eine Fuge für die linke Hand, Op.1 (Reinecke, Carl)	Q159569	726045	https://imslp.org/wiki/2_Charakterst%C3%BCcke_und_eine_Fuge_f%C3%BCr_die_linke_Hand%2C_Op.1_%28Reinecke%2C_Carl%29	2 Charakterstücke und eine Fuge für die linke Hand, Op.1			2026-09-24T15:06:41.775271+00:00
Christmas Carol (Reinecke, Carl)	Q159569	1528627	https://imslp.org/wiki/Christmas_Carol_%28Reinecke%2C_Carl%29	Christmas Carol			2026-09-24T15:06:41.775271+00:00
Deutscher-Triumph-Marsch, Op.110 (Reinecke, Carl)	Q159569	690110	https://imslp.org/wiki/Deutscher-Triumph-Marsch%2C_Op.110_%28Reinecke%2C_Carl%29	Deutscher-Triumph-Marsch, Op.110			2026-09-24T15:06:41.775271+00:00
Dornröschen, Op.139 (Reinecke, Carl)	Q159569	195952	https://imslp.org/wiki/Dornr%C3%B6schen%2C_Op.139_%28Reinecke%2C_Carl%29	Dornröschen, Op.139			2026-09-24T15:06:41.775271+00:00
3 Easy Piano Trios, Op.159 (Reinecke, Carl)	Q159569	86798	https://imslp.org/wiki/3_Easy_Piano_Trios%2C_Op.159_%28Reinecke%2C_Carl%29	3 Easy Piano Trios, Op.159	For 3 players|For 3 players (arr)|For violin, cello, piano		2026-09-24T15:06:41.775271+00:00
Ein Abenteuer Händels, Op.104 (Reinecke, Carl)	Q159569	976105	https://imslp.org/wiki/Ein_Abenteuer_H%C3%A4ndels%2C_Op.104_%28Reinecke%2C_Carl%29	Ein Abenteuer Händels, Op.104			2026-09-24T15:06:41.775271+00:00
Ein Märchen ohne Worte, Op.165 (Reinecke, Carl)	Q159569	120219	https://imslp.org/wiki/Ein_M%C3%A4rchen_ohne_Worte%2C_Op.165_%28Reinecke%2C_Carl%29	Ein Märchen ohne Worte, Op.165			2026-09-24T15:06:41.775271+00:00
Ein Neues Notenbuch für Kleine Leute, Op.107 (Reinecke, Carl)	Q159569	202085	https://imslp.org/wiki/Ein_Neues_Notenbuch_f%C3%BCr_Kleine_Leute%2C_Op.107_%28Reinecke%2C_Carl%29	Ein Neues Notenbuch für Kleine Leute, Op.107			2026-09-24T15:06:41.775271+00:00
Ernstes und Heiteres, Op.145 (Reinecke, Carl)	Q159569	1548781	https://imslp.org/wiki/Ernstes_und_Heiteres%2C_Op.145_%28Reinecke%2C_Carl%29	Ernstes und Heiteres, Op.145			2026-09-24T15:06:41.775271+00:00
24 Études, Op.121 (Reinecke, Carl)	Q159569	33697	https://imslp.org/wiki/24_%C3%89tudes%2C_Op.121_%28Reinecke%2C_Carl%29	24 Études, Op.121	For 1 player|For piano		2026-09-24T15:06:41.775271+00:00
Fantasie in Form einer Sonate, Op.15 (Reinecke, Carl)	Q159569	841407	https://imslp.org/wiki/Fantasie_in_Form_einer_Sonate%2C_Op.15_%28Reinecke%2C_Carl%29	Fantasie in Form einer Sonate, Op.15			2026-09-24T15:06:41.775271+00:00
3 Fantasiestücke for Viola and Piano, Op.43 (Reinecke, Carl)	Q159569	34462	https://imslp.org/wiki/3_Fantasiest%C3%BCcke_for_Viola_and_Piano%2C_Op.43_%28Reinecke%2C_Carl%29	3 Fantasiestücke for Viola and Piano, Op.43	For 2 players|For viola, piano		2026-09-24T15:06:41.775271+00:00
Fantasiestücke, Op.7 (Reinecke, Carl)	Q159569	125597	https://imslp.org/wiki/Fantasiest%C3%BCcke%2C_Op.7_%28Reinecke%2C_Carl%29	Fantasiestücke, Op.7			2026-09-24T15:06:41.775271+00:00
